restaurant_name,locality,primary_cuisine,price_range,rating_scaled,votes,currency
Chennai Dosa Express,pandav nagar,south indian,medium,1.0,1,Indian Rupees(Rs.)
Chennai Dosa Xpress,pandav nagar,south indian,medium,1.0,1,Indian Rupees(Rs.)
Domino's Pizza,pandav nagar,pizza,high,1.0,0,Indian Rupees(Rs.)
Foodizm,pandav nagar,north indian,low,1.0,0,Indian Rupees(Rs.)
Healthy Nutrienty,pandav nagar,beverages,low,1.0,0,Indian Rupees(Rs.)
Kalka Ji Rasoi,pandav nagar,street food,low,1.0,0,Indian Rupees(Rs.)
Kolkata Biriyani On Call,pandav nagar,biryani,medium,1.0,0,Indian Rupees(Rs.)
Mahavir Sweets,pandav nagar,mithai,low,1.0,1,Indian Rupees(Rs.)
Massi's Kitchen,pandav nagar,north indian,low,1.0,0,Indian Rupees(Rs.)
New Shama Chicken Restaurant,pandav nagar,biryani,medium,1.0,0,Indian Rupees(Rs.)
Pizza King,pandav nagar,pizza,medium,1.0,0,Indian Rupees(Rs.)
Raj Shri,pandav nagar,north indian,low,1.0,0,Indian Rupees(Rs.)
Roll Junction,pandav nagar,north indian,low,1.0,0,Indian Rupees(Rs.)
Sai Bhojanalay,pandav nagar,north indian,medium,1.0,3,Indian Rupees(Rs.)
Shree Balaji Caterers,pandav nagar,mughlai,medium,1.0,1,Indian Rupees(Rs.)
Smily Cakes,pandav nagar,bakery,low,1.0,0,Indian Rupees(Rs.)
Zaika Restaurant,pandav nagar,mughlai,medium,1.0,0,Indian Rupees(Rs.)
"34, Chowringhee Lane",paschim vihar,fast food,medium,2.7,30,Indian Rupees(Rs.)
A Pizza House,paschim vihar,pizza,medium,2.9,38,Indian Rupees(Rs.)
Amrit Family Rasoi,paschim vihar,chinese,medium,2.8,53,Indian Rupees(Rs.)
Bake Club,paschim vihar,bakery,low,3.1,15,Indian Rupees(Rs.)
Cafe Coffee Day,paschim vihar,cafe,medium,3.3,40,Indian Rupees(Rs.)
Cake O Frost,paschim vihar,bakery,medium,3.3,14,Indian Rupees(Rs.)
Chawla Kitchen,paschim vihar,north indian,medium,3.3,49,Indian Rupees(Rs.)
Cherry Fresh,paschim vihar,ice cream,low,3.3,21,Indian Rupees(Rs.)
Chocooze,paschim vihar,bakery,medium,3.2,9,Indian Rupees(Rs.)
Chuk Chuk Mail,paschim vihar,chinese,medium,2.9,44,Indian Rupees(Rs.)
Da Pizza Bakers,paschim vihar,pizza,medium,3.1,24,Indian Rupees(Rs.)
Domino's Pizza,paschim vihar,pizza,high,3.2,111,Indian Rupees(Rs.)
Green Chick Chop,paschim vihar,raw meats,medium,3.3,51,Indian Rupees(Rs.)
Grill Zone,paschim vihar,fast food,medium,3.4,23,Indian Rupees(Rs.)
Grover Mithaivala,paschim vihar,mithai,low,3.4,46,Indian Rupees(Rs.)
Hong Kong Express,paschim vihar,chinese,high,3.2,50,Indian Rupees(Rs.)
Hot Spot Roll Corner,paschim vihar,fast food,low,3.2,34,Indian Rupees(Rs.)
Jaiveer Naan & Chaap,paschim vihar,north indian,medium,3.4,27,Indian Rupees(Rs.)
Jaiveer Naan & Chaap,paschim vihar,north indian,medium,3.1,27,Indian Rupees(Rs.)
Kabab Hut,paschim vihar,north indian,medium,2.9,37,Indian Rupees(Rs.)
Kabbaba,paschim vihar,north indian,medium,3.3,31,Indian Rupees(Rs.)
McDonald's,paschim vihar,fast food,medium,3.3,94,Indian Rupees(Rs.)
New Durga Corner,paschim vihar,south indian,low,3.2,37,Indian Rupees(Rs.)
New Durga Dosa Corner,paschim vihar,south indian,medium,3.0,43,Indian Rupees(Rs.)
Pishori Chicken,paschim vihar,north indian,high,3.4,46,Indian Rupees(Rs.)
Pizza Break,paschim vihar,pizza,high,3.4,75,Indian Rupees(Rs.)
Pizza Hut Delivery,paschim vihar,italian,high,3.1,58,Indian Rupees(Rs.)
PK Shoppe,paschim vihar,fast food,low,2.7,36,Indian Rupees(Rs.)
Pudding & Pie,paschim vihar,bakery,medium,2.7,16,Indian Rupees(Rs.)
Punjabi Angithi,paschim vihar,north indian,medium,3.3,31,Indian Rupees(Rs.)
Punjabi Handi,paschim vihar,north indian,medium,3.4,39,Indian Rupees(Rs.)
Quality Cake Shop,paschim vihar,desserts,medium,3.2,92,Indian Rupees(Rs.)
Rahul's Rasoi,paschim vihar,north indian,medium,2.5,78,Indian Rupees(Rs.)
RTW,paschim vihar,street food,low,2.6,49,Indian Rupees(Rs.)
Sahib e Aalam,paschim vihar,north indian,medium,3.2,49,Indian Rupees(Rs.)
Shree Durga Dosa,paschim vihar,south indian,low,3.4,35,Indian Rupees(Rs.)
Shree Durga Dosa,paschim vihar,south indian,low,2.7,27,Indian Rupees(Rs.)
Shree Rathnam,paschim vihar,south indian,high,3.2,95,Indian Rupees(Rs.)
Sunil Momos.Com,paschim vihar,chinese,low,3.4,65,Indian Rupees(Rs.)
Temptation Food,paschim vihar,chinese,medium,2.8,29,Indian Rupees(Rs.)
Wheelyz,paschim vihar,north indian,medium,3.2,32,Indian Rupees(Rs.)
Ashok Meat Wala,paschim vihar,mughlai,medium,3.6,40,Indian Rupees(Rs.)
Biryani Sons & Co.,paschim vihar,biryani,medium,3.8,63,Indian Rupees(Rs.)
Curry Tree,paschim vihar,north indian,high,3.5,18,Indian Rupees(Rs.)
Deli 63,paschim vihar,fast food,medium,3.6,52,Indian Rupees(Rs.)
Friends Shawarma,paschim vihar,north indian,medium,3.5,107,Indian Rupees(Rs.)
Ganesh Restaurant,paschim vihar,north indian,medium,3.8,105,Indian Rupees(Rs.)
Kake Da Hotel,paschim vihar,north indian,medium,3.6,29,Indian Rupees(Rs.)
Nirmal Vada Pav,paschim vihar,street food,low,3.5,75,Indian Rupees(Rs.)
Oasis Baklawa,paschim vihar,fast food,medium,3.5,76,Indian Rupees(Rs.)
Puri Bakers,paschim vihar,bakery,medium,3.6,108,Indian Rupees(Rs.)
Wonder Taste of Spices,paschim vihar,north indian,medium,3.6,75,Indian Rupees(Rs.)
Biryaniwala,paschim vihar,biryani,medium,2.1,68,Indian Rupees(Rs.)
Firangi N More,paschim vihar,chinese,medium,2.2,43,Indian Rupees(Rs.)
Pakwan,paschim vihar,north indian,high,2.1,45,Indian Rupees(Rs.)
Subway,paschim vihar,american,medium,2.3,31,Indian Rupees(Rs.)
24x7,patparganj,north indian,high,3.1,18,Indian Rupees(Rs.)
Cafe Cook,patparganj,fast food,medium,2.8,15,Indian Rupees(Rs.)
La-Nawaab,patparganj,north indian,medium,3.0,5,Indian Rupees(Rs.)
Roadside Cafe,patparganj,chinese,medium,2.8,55,Indian Rupees(Rs.)
Royal India Food Plaza,patparganj,north indian,medium,3.2,12,Indian Rupees(Rs.)
Sir John Bakery Cafe,patparganj,bakery,medium,3.4,27,Indian Rupees(Rs.)
Bikku Bakes,patparganj,bakery,medium,3.7,59,Indian Rupees(Rs.)
Giani,patparganj,ice cream,medium,3.5,65,Indian Rupees(Rs.)
Zune - Piccadily Hotel,"piccadily hotel, janakpuri",north indian,high,2.6,67,Indian Rupees(Rs.)
361 Restaurant & Banquet,pitampura,north indian,high,3.4,67,Indian Rupees(Rs.)
6 Pack Momos,pitampura,chinese,medium,2.8,7,Indian Rupees(Rs.)
Amritsari Kulcha,pitampura,north indian,low,3.1,4,Indian Rupees(Rs.)
Bake Houz,pitampura,bakery,medium,3.0,4,Indian Rupees(Rs.)
Ben's Foods,pitampura,north indian,medium,3.2,9,Indian Rupees(Rs.)
Bobby Punjabi Rasoi,pitampura,north indian,medium,2.6,113,Indian Rupees(Rs.)
Bromfy Public House,pitampura,continental,high,2.8,27,Indian Rupees(Rs.)
BTW,pitampura,street food,medium,2.8,63,Indian Rupees(Rs.)
Chacha Shankar,pitampura,north indian,medium,3.2,29,Indian Rupees(Rs.)
Chaska,pitampura,north indian,medium,3.2,161,Indian Rupees(Rs.)
Chatore.e.e,pitampura,north indian,medium,3.2,38,Indian Rupees(Rs.)
Chawla's Tandoori Xpress,pitampura,north indian,medium,2.5,75,Indian Rupees(Rs.)
Chawla's Tandoori Xpress,pitampura,north indian,medium,3.2,45,Indian Rupees(Rs.)
Chinese Hut,pitampura,chinese,medium,2.9,60,Indian Rupees(Rs.)
Culinaria,pitampura,north indian,high,3.3,10,Indian Rupees(Rs.)
Deli Cake Cafe,pitampura,bakery,low,3.4,33,Indian Rupees(Rs.)
Domino's Pizza,pitampura,pizza,high,3.2,73,Indian Rupees(Rs.)
Domino's Pizza,pitampura,pizza,high,2.6,65,Indian Rupees(Rs.)
Dragon Hut,pitampura,chinese,medium,3.3,72,Indian Rupees(Rs.)
Frontier Restaurant,pitampura,north indian,medium,2.5,7,Indian Rupees(Rs.)
Giani's,pitampura,ice cream,medium,3.1,36,Indian Rupees(Rs.)
Giani,pitampura,ice cream,medium,2.9,6,Indian Rupees(Rs.)
Grand Bikaner,pitampura,mithai,low,3.0,5,Indian Rupees(Rs.)
Hill Chillz 26,pitampura,ice cream,low,3.1,41,Indian Rupees(Rs.)
K's Town,pitampura,north indian,medium,2.8,20,Indian Rupees(Rs.)
Laxmi Ice Cream Parlour,pitampura,ice cream,low,3.1,12,Indian Rupees(Rs.)
Make My Day,pitampura,desserts,medium,3.1,25,Indian Rupees(Rs.)
McDonald's,pitampura,fast food,medium,3.3,58,Indian Rupees(Rs.)
Mikky Peshawari,pitampura,north indian,medium,2.8,49,Indian Rupees(Rs.)
Moroca,pitampura,fast food,medium,3.2,31,Indian Rupees(Rs.)
New Punjabi Dhaba and Caterers,pitampura,north indian,medium,3.2,39,Indian Rupees(Rs.)
Pandey Chinese Hut,pitampura,chinese,medium,2.7,43,Indian Rupees(Rs.)
Pandey Chinese Hut,pitampura,chinese,medium,2.7,7,Indian Rupees(Rs.)
Peppers & Pipes,pitampura,chinese,medium,3.1,15,Indian Rupees(Rs.)
Punjabi Zaika,pitampura,north indian,medium,3.3,110,Indian Rupees(Rs.)
Punjabi's Eating Hub,pitampura,north indian,medium,3.3,31,Indian Rupees(Rs.)
Punjabian Di Shaan,pitampura,north indian,medium,2.6,4,Indian Rupees(Rs.)
Puran Chand,pitampura,north indian,high,2.6,48,Indian Rupees(Rs.)
Ram Chinese Food,pitampura,chinese,medium,2.9,9,Indian Rupees(Rs.)
Rooftop,pitampura,north indian,medium,3.3,24,Indian Rupees(Rs.)
Ruchi's Food Junction,pitampura,north indian,medium,2.7,8,Indian Rupees(Rs.)
Sahni Veg & Non Veg,pitampura,north indian,medium,3.1,26,Indian Rupees(Rs.)
Shiv Chinese Chat Bhandar,pitampura,chinese,medium,3.1,13,Indian Rupees(Rs.)
Shutup 'N' Eat,pitampura,north indian,medium,3.2,158,Indian Rupees(Rs.)
Sindhi Chicken Corner,pitampura,north indian,medium,3.0,80,Indian Rupees(Rs.)
Smokshh The Lounge,pitampura,cafe,medium,3.4,25,Indian Rupees(Rs.)
Subway,pitampura,american,medium,3.3,77,Indian Rupees(Rs.)
The Blessing Bliss,pitampura,north indian,high,3.4,21,Indian Rupees(Rs.)
The Butter Cup,pitampura,bakery,medium,3.0,7,Indian Rupees(Rs.)
The Cake Bucks,pitampura,bakery,medium,3.3,85,Indian Rupees(Rs.)
The Taste of Delhi,pitampura,north indian,medium,3.3,128,Indian Rupees(Rs.)
The Taste,pitampura,chinese,low,3.0,4,Indian Rupees(Rs.)
VadaPav 'n' Frankie,pitampura,fast food,low,3.0,5,Indian Rupees(Rs.)
Vaishnav Chat & Caterers,pitampura,street food,medium,3.3,34,Indian Rupees(Rs.)
Yellowtail,pitampura,north indian,medium,3.1,19,Indian Rupees(Rs.)
Baker's Stop,pitampura,bakery,medium,3.7,71,Indian Rupees(Rs.)
Bansal Sweets,pitampura,mithai,low,3.9,91,Indian Rupees(Rs.)
Bharat Sweets,pitampura,mithai,low,3.5,26,Indian Rupees(Rs.)
Dosa Corner,pitampura,south indian,medium,3.6,93,Indian Rupees(Rs.)
Green Chick Chop,pitampura,raw meats,medium,3.6,68,Indian Rupees(Rs.)
Greenvich,pitampura,chinese,medium,3.6,40,Indian Rupees(Rs.)
Hamburg To Hyderabad,pitampura,hyderabadi,medium,3.9,63,Indian Rupees(Rs.)
I Food You,pitampura,continental,medium,3.9,92,Indian Rupees(Rs.)
Kay's Chicken Corner,pitampura,mughlai,high,3.6,103,Indian Rupees(Rs.)
Lanche,pitampura,fast food,medium,3.7,105,Indian Rupees(Rs.)
Marshmallow Cakes & More,pitampura,bakery,medium,3.5,10,Indian Rupees(Rs.)
Om Corner,pitampura,street food,low,3.7,57,Indian Rupees(Rs.)
Peshawari,pitampura,north indian,medium,3.6,79,Indian Rupees(Rs.)
Puri Bakers,pitampura,bakery,medium,3.9,72,Indian Rupees(Rs.)
Republic Of Food Lovers,pitampura,fast food,medium,3.6,27,Indian Rupees(Rs.)
Sharma Bakers,pitampura,bakery,low,3.5,33,Indian Rupees(Rs.)
Street Hawkers,pitampura,chinese,medium,3.5,32,Indian Rupees(Rs.)
The Midnight Heroes,pitampura,north indian,high,3.6,379,Indian Rupees(Rs.)
Tilak Munjal-R Panchkuian Samose Wale,pitampura,street food,low,3.5,98,Indian Rupees(Rs.)
3x Cafe,pitampura,fast food,medium,1.0,0,Indian Rupees(Rs.)
Amritsari Naan,pitampura,north indian,low,1.0,0,Indian Rupees(Rs.)
Chinese Tadka,pitampura,chinese,low,1.0,0,Indian Rupees(Rs.)
Dinesh Meat Wala,pitampura,mughlai,medium,1.0,0,Indian Rupees(Rs.)
Jeet Pizza,pitampura,pizza,low,1.0,3,Indian Rupees(Rs.)
New South Indian & Chinese Foods,pitampura,south indian,low,1.0,2,Indian Rupees(Rs.)
Niti Shake & Ice Cream Hub,pitampura,desserts,low,1.0,2,Indian Rupees(Rs.)
Yumbuns,pitampura,fast food,low,1.0,1,Indian Rupees(Rs.)
Giri Momos Centre & Chinese Fast Food,pitampura,chinese,medium,2.4,69,Indian Rupees(Rs.)
Laalwala's,pitampura,north indian,medium,2.4,37,Indian Rupees(Rs.)
Sagar Ratna,pitampura,south indian,medium,2.3,131,Indian Rupees(Rs.)
Babu Shahi Bawarchi,pragati maidan,biryani,medium,3.3,100,Indian Rupees(Rs.)
Cafe Lota,pragati maidan,north indian,high,4.5,2213,Indian Rupees(Rs.)
Bombay's Royal China,prashant vihar,chinese,medium,3.2,17,Indian Rupees(Rs.)
Chin China,prashant vihar,chinese,low,3.1,9,Indian Rupees(Rs.)
Cholkat,prashant vihar,bakery,medium,3.0,4,Indian Rupees(Rs.)
Deluxe Butter Omlette,prashant vihar,fast food,low,3.3,13,Indian Rupees(Rs.)
Giani's,prashant vihar,ice cream,medium,3.0,12,Indian Rupees(Rs.)
Kanha Sweets,prashant vihar,street food,low,2.8,24,Indian Rupees(Rs.)
Liquid,prashant vihar,north indian,high,3.2,11,Indian Rupees(Rs.)
Papa Chinese Veg Food,prashant vihar,chinese,medium,2.8,12,Indian Rupees(Rs.)
Punjab To China,prashant vihar,chinese,medium,3.2,19,Indian Rupees(Rs.)
Chocolacious by WedCraft,prashant vihar,bakery,medium,1.0,0,Indian Rupees(Rs.)
Frontier,prashant vihar,bakery,low,1.0,0,Indian Rupees(Rs.)
Gopal Ji Rasoi Wala,prashant vihar,north indian,low,1.0,2,Indian Rupees(Rs.)
Kanuchawala,prashant vihar,north indian,medium,1.0,0,Indian Rupees(Rs.)
Keventers,prashant vihar,beverages,medium,1.0,3,Indian Rupees(Rs.)
Muncheezz,prashant vihar,chinese,medium,1.0,0,Indian Rupees(Rs.)
Shaketastic,prashant vihar,beverages,low,1.0,0,Indian Rupees(Rs.)
Sree Krishna Udupi,prashant vihar,south indian,low,1.0,1,Indian Rupees(Rs.)
Asia 21,preet vihar,asian,high,2.9,48,Indian Rupees(Rs.)
Barkat,preet vihar,north indian,high,3.4,67,Indian Rupees(Rs.)
Bikanervala,preet vihar,north indian,medium,3.4,81,Indian Rupees(Rs.)
Chawla's,preet vihar,north indian,high,3.4,135,Indian Rupees(Rs.)
Cilantro Woodapple,preet vihar,north indian,high,3.0,8,Indian Rupees(Rs.)
Domino's Pizza,preet vihar,pizza,high,2.8,102,Indian Rupees(Rs.)
Giani's,preet vihar,ice cream,medium,3.2,51,Indian Rupees(Rs.)
Gopala,preet vihar,mithai,low,2.9,6,Indian Rupees(Rs.)
Green Chick Chop,preet vihar,raw meats,medium,3.0,4,Indian Rupees(Rs.)
Gupta Chat Corner,preet vihar,street food,medium,3.3,47,Indian Rupees(Rs.)
Kake Da Hotel,preet vihar,north indian,medium,2.7,15,Indian Rupees(Rs.)
Karim's,preet vihar,mughlai,high,2.5,84,Indian Rupees(Rs.)
Katyal Pure Vegetarian,preet vihar,chinese,medium,3.0,10,Indian Rupees(Rs.)
Kunal Dhaba,preet vihar,north indian,low,3.2,18,Indian Rupees(Rs.)
Midnight Hunger,preet vihar,north indian,medium,3.1,9,Indian Rupees(Rs.)
Moon Bite,preet vihar,north indian,medium,3.1,177,Indian Rupees(Rs.)
Nirula's Ice Cream,preet vihar,desserts,low,3.0,5,Indian Rupees(Rs.)
Pash!,preet vihar,bakery,low,3.1,6,Indian Rupees(Rs.)
Rashi's De La Creme,preet vihar,bakery,medium,3.1,7,Indian Rupees(Rs.)
Rupa Dairy,preet vihar,mithai,low,2.9,6,Indian Rupees(Rs.)
Sandy's Punjabi Rasoi,preet vihar,north indian,medium,3.2,24,Indian Rupees(Rs.)
Shree Rathnam,preet vihar,south indian,high,3.3,121,Indian Rupees(Rs.)
Tandoori Planet,preet vihar,north indian,low,3.4,32,Indian Rupees(Rs.)
Tandoori Tadka,preet vihar,north indian,medium,3.3,17,Indian Rupees(Rs.)
Urban Owl,preet vihar,north indian,medium,3.1,8,Indian Rupees(Rs.)
4th Street Cafe,preet vihar,fast food,medium,3.5,145,Indian Rupees(Rs.)
Late Lateefe,preet vihar,north indian,medium,3.5,44,Indian Rupees(Rs.)
Mr. Brown,preet vihar,bakery,medium,3.7,50,Indian Rupees(Rs.)
The Riding Guns Cafe,preet vihar,cafe,high,3.6,100,Indian Rupees(Rs.)
Baskin Robbins,preet vihar,ice cream,medium,1.0,1,Indian Rupees(Rs.)
Chai Garam,preet vihar,tea,medium,1.0,2,Indian Rupees(Rs.)
Chilli Tadka,preet vihar,north indian,medium,1.0,3,Indian Rupees(Rs.)
Colours of Biryani,preet vihar,mughlai,medium,1.0,0,Indian Rupees(Rs.)
Fc Katyal,preet vihar,chinese,low,1.0,0,Indian Rupees(Rs.)
Food State,preet vihar,north indian,medium,1.0,0,Indian Rupees(Rs.)
Giani,preet vihar,ice cream,medium,1.0,1,Indian Rupees(Rs.)
Gupta Eating Corner,preet vihar,north indian,low,1.0,2,Indian Rupees(Rs.)
Hot 'N' Cool,preet vihar,fast food,low,1.0,0,Indian Rupees(Rs.)
Hot Joint Fast Food,preet vihar,chinese,medium,1.0,0,Indian Rupees(Rs.)
Murliwala Bakers,preet vihar,fast food,medium,1.0,0,Indian Rupees(Rs.)
New Garden Hut,preet vihar,chinese,medium,1.0,0,Indian Rupees(Rs.)
Perfect Party Chef,preet vihar,fast food,low,1.0,1,Indian Rupees(Rs.)
R.S. Chinese Food,preet vihar,fast food,low,1.0,0,Indian Rupees(Rs.)
Rama Fast Food,preet vihar,north indian,low,1.0,0,Indian Rupees(Rs.)
Shanghai Chinese Food,preet vihar,chinese,medium,1.0,1,Indian Rupees(Rs.)
Teens Cafe Fast Food,preet vihar,chinese,low,1.0,0,Indian Rupees(Rs.)
The Tandoor Hut,preet vihar,north indian,medium,1.0,2,Indian Rupees(Rs.)
The Taste of Tandoor,preet vihar,north indian,medium,1.0,0,Indian Rupees(Rs.)
The Chinese Hut,preet vihar,chinese,medium,2.4,62,Indian Rupees(Rs.)
Linx - Premier Inn,"premier inn, shalimar bagh",north indian,high,3.0,32,Indian Rupees(Rs.)
The 87 - Premier Inn,"premier inn, shalimar bagh",north indian,high,3.1,18,Indian Rupees(Rs.)
Stallion - Pride Plaza Hotel,"pride plaza hotel, aerocity",north indian,high,3.1,7,Indian Rupees(Rs.)
Aqua Grill - Pride Plaza Hotel,"pride plaza hotel, aerocity",continental,high,1.0,0,Indian Rupees(Rs.)
Mr. Confectioner - Pride Plaza Hotel,"pride plaza hotel, aerocity",bakery,medium,1.0,0,Indian Rupees(Rs.)
Aditya's Kulcha Express,punjabi bagh,street food,low,3.3,18,Indian Rupees(Rs.)
Allterian By Chanson,punjabi bagh,continental,high,3.4,140,Indian Rupees(Rs.)
Amuse Lounge,punjabi bagh,fast food,high,3.3,49,Indian Rupees(Rs.)
Bikanervala,punjabi bagh,north indian,medium,3.2,129,Indian Rupees(Rs.)
Cakes Dot Com,punjabi bagh,bakery,medium,3.2,24,Indian Rupees(Rs.)
Chez Papillons by Bonjour Chocolates,punjabi bagh,cafe,high,3.3,10,Indian Rupees(Rs.)
Chicago Pizza,punjabi bagh,pizza,medium,2.6,10,Indian Rupees(Rs.)
Choco Doux,punjabi bagh,bakery,medium,3.1,8,Indian Rupees(Rs.)
Cocoberry,punjabi bagh,desserts,medium,3.2,50,Indian Rupees(Rs.)
Curries N More,punjabi bagh,north indian,high,3.2,25,Indian Rupees(Rs.)
Dili's Chawla Chik Inn,punjabi bagh,north indian,medium,3.1,45,Indian Rupees(Rs.)
Dimsum Vs Sushi,punjabi bagh,japanese,high,3.4,24,Indian Rupees(Rs.)
Domino's Pizza,punjabi bagh,pizza,high,3.2,112,Indian Rupees(Rs.)
Everest Momos & Chinese Fast Food,punjabi bagh,chinese,medium,3.2,17,Indian Rupees(Rs.)
Food Plaza,punjabi bagh,chinese,medium,3.2,23,Indian Rupees(Rs.)
Giani,punjabi bagh,ice cream,medium,3.4,37,Indian Rupees(Rs.)
Grillz & Gravy,punjabi bagh,north indian,medium,3.3,57,Indian Rupees(Rs.)
Kabab,punjabi bagh,north indian,medium,3.2,23,Indian Rupees(Rs.)
Khalsa,punjabi bagh,north indian,medium,2.7,55,Indian Rupees(Rs.)
Kumar Pastry Shop,punjabi bagh,chinese,medium,3.3,48,Indian Rupees(Rs.)
Little Chef,punjabi bagh,north indian,medium,3.4,128,Indian Rupees(Rs.)
Mafia 2.0,punjabi bagh,north indian,high,3.4,198,Indian Rupees(Rs.)
Makhni's,punjabi bagh,north indian,medium,2.7,78,Indian Rupees(Rs.)
Moksha,punjabi bagh,chinese,medium,3.2,54,Indian Rupees(Rs.)
Moti Mahal Delux,punjabi bagh,north indian,high,2.5,70,Indian Rupees(Rs.)
Pudding & Pie,punjabi bagh,bakery,medium,3.0,27,Indian Rupees(Rs.)
Republic of Chicken,punjabi bagh,raw meats,medium,3.1,15,Indian Rupees(Rs.)
Shree Rathnam,punjabi bagh,south indian,high,3.4,111,Indian Rupees(Rs.)
Soo Yung by the backyard,punjabi bagh,chinese,high,3.4,84,Indian Rupees(Rs.)
Subway,punjabi bagh,american,medium,2.6,167,Indian Rupees(Rs.)
The Cake Shop,punjabi bagh,bakery,low,3.3,42,Indian Rupees(Rs.)
The Night Shift,punjabi bagh,north indian,high,3.1,103,Indian Rupees(Rs.)
The Night Walkers,punjabi bagh,north indian,medium,3.4,18,Indian Rupees(Rs.)
The Submarine Lounge,punjabi bagh,chinese,high,3.4,148,Indian Rupees(Rs.)
Tikka Junction,punjabi bagh,north indian,high,3.4,27,Indian Rupees(Rs.)
Twenty Four Seven,punjabi bagh,fast food,medium,3.2,24,Indian Rupees(Rs.)
WTF - Wraps Toast Fries,punjabi bagh,chinese,medium,3.2,63,Indian Rupees(Rs.)
Food Scouts,punjabi bagh,north indian,high,4.6,61,Indian Rupees(Rs.)
Alkakori,punjabi bagh,north indian,high,3.6,198,Indian Rupees(Rs.)
Arabian Delites,punjabi bagh,lebanese,medium,3.6,68,Indian Rupees(Rs.)
Blue Water Grille,punjabi bagh,north indian,high,3.5,180,Indian Rupees(Rs.)
Cafe Coffee Day,punjabi bagh,cafe,medium,3.6,58,Indian Rupees(Rs.)
Dí_ner Grill,punjabi bagh,fast food,high,3.9,75,Indian Rupees(Rs.)
Drinks At Stake - Bar Exchange,punjabi bagh,north indian,high,3.8,96,Indian Rupees(Rs.)
Ghungroo Club & Bar - By Gautam Gambhir,punjabi bagh,north indian,high,3.8,140,Indian Rupees(Rs.)
Gupta Chat Corner,punjabi bagh,fast food,medium,3.7,96,Indian Rupees(Rs.)
Gupta Sweets & Namkeen,punjabi bagh,street food,low,3.5,36,Indian Rupees(Rs.)
hug!,punjabi bagh,desserts,medium,3.5,19,Indian Rupees(Rs.)
Lucky's Bakery and Patisserie,punjabi bagh,bakery,medium,3.9,89,Indian Rupees(Rs.)
McDonald's,punjabi bagh,fast food,medium,3.7,141,Indian Rupees(Rs.)
Mughal Darbar,punjabi bagh,north indian,medium,3.5,150,Indian Rupees(Rs.)
Nutritious Nation,punjabi bagh,healthy food,high,3.6,64,Indian Rupees(Rs.)
Paapi Paet,punjabi bagh,fast food,medium,3.6,68,Indian Rupees(Rs.)
The Derby Cookhouse,punjabi bagh,continental,high,3.6,47,Indian Rupees(Rs.)
